bike_color,bike_type,bike_year,brand,energy,engine_size,first_hand,homologue,mileage,model,price,reference,scraped_date,source,uniqid,url,version,warranty,year_circulation
Bleu,Cross,2018,Yamaha,,250,,,168,YZ,4890,1875377,2021-07-01 15:09:35.617111,motovente,motovente-1875377,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875377.html,YZ250F,non,01-02-2018
Blanc,Roadster,2019,BMW,,1000,,,5450,S1000R ABS,13990,1875466,2021-07-01 15:09:35.912901,motovente,motovente-1875466,http://motovente.com/moto-occasion/annonce-moto-bmw-1875466.html,S1000R ABS,non,30-10-2019
Gris,Routière,2002,BMW,,1200,,,88516,K 1200,3500,1871972,2021-07-01 15:09:36.971604,motovente,motovente-1871972,http://motovente.com/moto-occasion/annonce-moto-bmw-1871972.html,K1200GT,non,20-12-2002
Noir,Custom,2012,Kawasaki,,900,,,21000,VN,6790,1875425,2021-07-01 15:09:37.220765,motovente,motovente-1875425,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875425.html,,non,06-06-2012
Rouge,Roadster,2021,Kawasaki,,900,Oui,,600,Z 900,8730,1875387,2021-07-01 15:09:38.966733,motovente,motovente-1875387,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875387.html,Z 900,non,03-02-2021
Bleu,Routière,2019,Yamaha,,850,Oui,,12000,TRACER 900 GT,10499,1875442,2021-07-01 15:09:39.547203,motovente,motovente-1875442,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875442.html,TRACER 900 GT,non,01-04-2019
Gris,Routière,2016,Yamaha,,890,,,17500,900 TRACER ABS,7490,1875375,2021-07-01 15:09:40.306987,motovente,motovente-1875375,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875375.html,900 TRACER ABS,non,27-06-2016
Gris,Scooter,2018,Piaggio,,300,Oui,,2423,MP3 300 LT,3790,1875431,2021-07-01 15:09:40.525547,motovente,motovente-1875431,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875431.html,MP3 300 LT,non,31-05-2018
Noir,Trail,2020,Kawasaki,,1000,Oui,,3062,VERSYS 1000,15790,1875424,2021-07-01 15:09:40.741109,motovente,motovente-1875424,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875424.html,VERSYS 1000,non,09-04-2020
Noir,Routière,2019,Honda,,1800,Oui,,10300,GL 1800 GOLDWING DCT,27000,1875373,2021-07-01 15:09:41.767594,motovente,motovente-1875373,http://motovente.com/moto-occasion/annonce-moto-honda-1875373.html,GL 1800 GOLDWING DCT,non,07-11-2019
Gris,Roadster,2017,Triumph,,1050,Oui,,15646,SPEED TRIPLE,10990,1875452,2021-07-01 15:09:42.041002,motovente,motovente-1875452,http://motovente.com/moto-occasion/annonce-moto-triumph-1875452.html,SPEED TRIPLE 1050,non,25-02-2017
Vert,Trail,2016,Yamaha,,685,,,36000,TRACER 700 35 KW,6990,1875395,2021-07-01 15:09:42.264675,motovente,motovente-1875395,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875395.html,TRACER 700 35 KW,non,25-07-2016
Noir,Routière,2016,Kawasaki,,649,Oui,,16500,VERSYS 650 ABS GRAND TOURER,7290,1875455,2021-07-01 15:09:43.209122,motovente,motovente-1875455,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875455.html,VERSYS 650 ABS GRAND TOURER,non,21-10-2016
Argent,Scooter,2015,Honda,,125,,,31200,NSS FORZA 125,2990,1875445,2021-07-01 15:09:43.508992,motovente,motovente-1875445,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875445.html,NSS FORZA 125,non,10-10-2015
Gris,Scooter,2015,Piaggio,,300,Oui,,16600,MP3 300 LT ABS,3800,1875476,2021-07-01 15:09:43.759206,motovente,motovente-1875476,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875476.html,MP3 300 LT ABS,non,10-10-2015
Noir,Routière,2018,Honda,,1800,Oui,,29500,GL 1800 GOLDWING DCT,27590,1875396,2021-07-01 15:09:43.977214,motovente,motovente-1875396,http://motovente.com/moto-occasion/annonce-moto-honda-1875396.html,GL 1800 GOLDWING DCT,non,07-06-2018
Noir,Scooter,2009,Yamaha,,500,,,53416,TMAX 500,4999,1875479,2021-07-01 15:09:44.221224,motovente,motovente-1875479,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875479.html,TMAX 500,non,08-09-2009
Noir,Roadster,2009,Suzuki,,1250,,,51486,GSF 1250 N BANDIT,3790,1872839,2021-07-01 15:09:45.201480,motovente,motovente-1872839,http://motovente.com/moto-occasion/annonce-moto-suzuki-1872839.html,GSF 1250 N BANDIT,non,22-01-2009
Rouge,Roadster,2017,Triumph,,1050,,,7000,SPEED TRIPLE 1050 S ,9990,1875468,2021-07-01 15:09:45.469415,motovente,motovente-1875468,http://motovente.com/moto-occasion/annonce-moto-triumph-1875468.html,SPEED TRIPLE 1050 S ,non,20-04-2017
Bleu,Scooter,2018,Piaggio,,50,,,8450,LIBERTY 50,2349,1875412,2021-07-01 15:09:46.435944,motovente,motovente-1875412,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875412.html,LIBERTY 50,non,05-05-2018
Vert,Trail,2019,Kawasaki,,1000,Oui,,13000,VERSYS 1000,13500,1875398,2021-07-01 15:09:46.600904,motovente,motovente-1875398,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875398.html,VERSYS 1000,non,01-03-2019
Vert,Roadster,2016,Kawasaki,,650,Oui,,25403,ER-6,4990,1875486,2021-07-01 15:09:46.842940,motovente,motovente-1875486,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875486.html,ER-6,non,08-04-2016
Noir,Roadster,2014,Kawasaki,,800,,,30800,Z 800,4990,1875488,2021-07-01 15:09:47.420993,motovente,motovente-1875488,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875488.html,Z 800,non,11-07-2014
Noir,Routière,2020,Kawasaki,,900,Oui,,10380,Z 900,8690,1875471,2021-07-01 15:09:47.893155,motovente,motovente-1875471,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875471.html,Z 900,non,14-02-2020
Argent,Quad Loisirs,2020,Polaris,,1000,,,2100,SPORTSMAN,15599,1875415,2021-07-01 15:09:48.125276,motovente,motovente-1875415,http://motovente.com/quad-occasion/annonce-quad-polaris-1875415.html,SPORTSMAN,non,03-06-2020
Bleu,Sportive,1999,Suzuki,,650,,,44651,SV,1500,1872754,2021-07-01 15:09:48.416679,motovente,motovente-1872754,http://motovente.com/moto-occasion/annonce-moto-suzuki-1872754.html,SV 650 S,non,03-06-1999
,Routière,2009,BMW,,1200,,,103000,R 1200,5490,1868145,2021-07-01 15:09:49.010283,motovente,motovente-1868145,http://motovente.com/moto-occasion/annonce-moto-bmw-1868145.html,R1200RT,non,04-08-2009
Rouge,Roadster,2021,Yamaha,,700,,,700,XSR 700 47.5CV,7499,1875441,2021-07-01 15:09:49.260713,motovente,motovente-1875441,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875441.html,XSR 700 47.5CV,non,06-05-2021
Orange,Roadster,2016,KTM,,125,,,6900,125 DUKE,3690,1875427,2021-07-01 15:09:49.494670,motovente,motovente-1875427,http://motovente.com/moto-occasion/annonce-moto-ktm-1875427.html,125 DUKE,non,18-10-2016
Gris,Roadster,2021,Yamaha,,695,Oui,,587,MT-07 (47.5CV),7190,1875539,2021-07-02 11:46:32.740579,motovente,motovente-1875539,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875539.html,MT-07 (47.5CV),non,30-03-2021
Blanc,Trail,2015,Honda,,1200,,,36296,CROSSTOURER VFR1200X DCT,8900,1875551,2021-07-02 11:46:32.852321,motovente,motovente-1875551,http://motovente.com/moto-occasion/annonce-moto-honda-1875551.html,CROSSTOURER VFR1200X DCT,non,11-03-2015
Rouge,Routière,2020,Honda,,125,,,4830,GLR 125 F,1990,1875553,2021-07-02 11:46:32.956633,motovente,motovente-1875553,http://motovente.com/moto-occasion/annonce-moto-honda-1875553.html,GLR 125 F,non,28-05-2020
Noir,Sportive,2021,Suzuki,,1340,Oui,,2290,GSX-R 1340 HAYABUSA,17290,1875556,2021-07-02 11:46:33.065416,motovente,motovente-1875556,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875556.html,GSX-R 1340 HAYABUSA,non,11-06-2021
Noir,Trail,2020,Honda,,750,,,7800,NC 750 XD,7500,1875603,2021-07-02 11:46:33.174601,motovente,motovente-1875603,http://motovente.com/moto-occasion/annonce-moto-honda-1875603.html,NC 750 XD,non,12-05-2020
Noir,Routière,2005,Triumph,,600,,,23469,Speed Four,2950,1875589,2021-07-02 11:46:33.288973,motovente,motovente-1875589,http://motovente.com/moto-occasion/annonce-moto-triumph-1875589.html,Speed Four,non,01-03-2005
Noir,Scooter,2012,Yamaha,,250,,,20305,X-MAX,2499,1875536,2021-07-02 11:46:33.398057,motovente,motovente-1875536,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875536.html,X-MAX 250,non,17-04-2012
Rouge,Routière,2017,BMW,,1600,,,56052,K 1600 GT,13900,1875575,2021-07-02 11:46:33.546912,motovente,motovente-1875575,http://motovente.com/moto-occasion/annonce-moto-bmw-1875575.html,K 1600 GT,non,24-03-2017
Argent,Scooter,2008,MBK,,125,,,8380,SKYCRUISER,1990,1875587,2021-07-02 11:46:34.254073,motovente,motovente-1875587,http://motovente.com/scooter-occasion/annonce-scooter-mbk-1875587.html,SKYCRUISER 125,non,25-03-2008
Blanc,Trail,2020,Suzuki,,650,,,14713,DL 650 V-STROM,7390,1875602,2021-07-02 11:46:34.364872,motovente,motovente-1875602,http://motovente.com/moto-occasion/annonce-moto-suzuki-1875602.html,DL 650 V-STROM,non,03-06-2020
Blanc,Scooter,2021,Yamaha,,125,Oui,,3000,D'ELIGHT,2649,1875609,2021-07-02 11:46:34.470019,motovente,motovente-1875609,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875609.html,D'ELIGHT,non,30-01-2021
Argent,Scooter,2021,Yamaha,,560,,,278,TMAX 560 A,12750,1875531,2021-07-02 11:46:34.576658,motovente,motovente-1875531,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875531.html,TMAX 560 A,non,15-05-2021
Noir,Scooter,2008,Peugeot,,125,,,17000,SATELIS,1990,1875510,2021-07-02 11:46:34.744388,motovente,motovente-1875510,http://motovente.com/scooter-occasion/annonce-scooter-peugeot-1875510.html,SATELIS 125,non,12-06-2008
Noir,Roadster,2009,Triumph,,865,,,19012,Bonneville SE,6890,1875508,2021-07-02 11:46:34.855189,motovente,motovente-1875508,http://motovente.com/moto-occasion/annonce-moto-triumph-1875508.html,Bonneville SE,non,19-02-2009
Noir,Roadster,2018,Triumph,,1200,Oui,,2170,THRUXTON 1200,11900,1867806,2021-07-02 11:46:34.969286,motovente,motovente-1867806,http://motovente.com/moto-occasion/annonce-moto-triumph-1867806.html,THRUXTON 1200,non,17-10-2018
Bleu,Scooter,2019,Peugeot,,50,,,12930,KISBEE,1599,1875630,2021-07-02 11:46:35.115508,motovente,motovente-1875630,http://motovente.com/scooter-occasion/annonce-scooter-peugeot-1875630.html,,non,23-08-2019
Noir,Custom,2016,Indian,,1000,,,15000,SCOUT SIXTY,10290,1875610,2021-07-02 11:46:35.223524,motovente,motovente-1875610,http://motovente.com/moto-occasion/annonce-moto-indian-1875610.html,SCOUT SIXTY,non,19-03-2016
Rouge,Sportive,1999,Kawasaki,,900,,,32200,ZX 9 R,3850,1875605,2021-07-02 11:46:35.331555,motovente,motovente-1875605,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875605.html,ZX 9 R,non,27-10-1999
Noir,Custom,2009,Yamaha,,125,,,2502,YBR,1590,1875534,2021-07-02 11:46:35.439511,motovente,motovente-1875534,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875534.html,YBR 125 CUSTOM,non,18-07-2009
Vert,Enduro,2008,Kawasaki,,450,,,3000,KLX-R,4500,1875518,2021-07-02 11:46:35.556921,motovente,motovente-1875518,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875518.html,KLX-R,non,28-03-2008
Blanc,Roadster,2017,Kawasaki,,648,,,25263,Z 650,5290,1875572,2021-07-02 11:46:35.673645,motovente,motovente-1875572,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875572.html,Z 650,non,14-01-2017
Noir,Roadster,2018,Triumph,,660,,,18900,STREET TRIPLE 660 S,8000,1875637,2021-07-02 11:46:35.788357,motovente,motovente-1875637,http://motovente.com/moto-occasion/annonce-moto-triumph-1875637.html,STREET TRIPLE 660 S,non,17-03-2018
Noir,Scooter,2017,BMW,,650,,,25900,C 650 SPORT,5990,1873988,2021-07-02 11:46:37.030338,motovente,motovente-1873988,http://motovente.com/scooter-occasion/annonce-scooter-bmw-1873988.html,C 650 SPORT,non,02-05-2017
Gris,Scooter,2020,Yamaha,,125,Oui,,824,NMAX 125,2890,1875598,2021-07-02 11:46:37.162635,motovente,motovente-1875598,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875598.html,NMAX 125,non,06-06-2020
Noir,Sportive,1997,Honda,,1000,,,41600,VTR 1000 F,1590,1875557,2021-07-02 11:46:37.276104,motovente,motovente-1875557,http://motovente.com/moto-occasion/annonce-moto-honda-1875557.html,VTR 1000 F,non,05-04-1997
Gris,Roadster,2017,Yamaha,,689,Oui,,3075,MT-07,5999,1875535,2021-07-02 11:46:37.383570,motovente,motovente-1875535,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875535.html,MT-07,non,15-04-2017
Argent,Roadster,2020,Honda,,1000,Oui,,10700,CB,10690,1870897,2021-07-02 11:46:37.497377,motovente,motovente-1870897,http://motovente.com/moto-occasion/annonce-moto-honda-1870897.html,CB 1000 R,non,17-01-2020
Noir,Routière,2019,Yamaha,,850,Oui,,2400,TRACER 900 GT,11500,1875573,2021-07-02 11:46:37.605751,motovente,motovente-1875573,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875573.html,TRACER 900 GT,non,05-09-2019
Orange,Roadster,2019,KTM,,790,,,9431,790 DUKE,7490,1875632,2021-07-02 11:46:37.733142,motovente,motovente-1875632,http://motovente.com/moto-occasion/annonce-moto-ktm-1875632.html,790 DUKE,non,05-06-2019
Noir,Roadster,2019,Honda,,500,Oui,,3708,CB 500 X,5990,1875541,2021-07-02 11:46:38.720948,motovente,motovente-1875541,http://motovente.com/moto-occasion/annonce-moto-honda-1875541.html,CB 500 X,non,17-05-2019
Marron,Roadster,2009,Yamaha,,1300,,,20400,XJR,6699,1875532,2021-07-02 11:46:38.838708,motovente,motovente-1875532,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875532.html,XJR 1300,non,22-09-2009
Noir,Roadster,2021,KTM,,1290,Oui,,1300,1290 SUPER DUKE R,17490,1875611,2021-07-02 11:46:38.951660,motovente,motovente-1875611,http://motovente.com/moto-occasion/annonce-moto-ktm-1875611.html,1290 SUPER DUKE R,non,19-02-2021
Noir,Routière,2020,Triumph,,1200,Oui,,681,Bonneville T120 Black,11990,1875635,2021-07-02 11:46:39.061352,motovente,motovente-1875635,http://motovente.com/moto-occasion/annonce-moto-triumph-1875635.html,Bonneville T120 Black,non,27-06-2020
Rouge,Sportive,2019,Honda,,471,Oui,,20700,CBR,5490,1875607,2021-07-02 11:46:39.172037,motovente,motovente-1875607,http://motovente.com/moto-occasion/annonce-moto-honda-1875607.html,,non,07-05-2019
Blanc,Routière,2018,BMW,,1200,,,10500,R 1200,17290,1875643,2021-07-02 11:46:39.280671,motovente,motovente-1875643,http://motovente.com/moto-occasion/annonce-moto-bmw-1875643.html,R 1200 RT,non,01-04-2018
Bleu,Trail,2003,Honda,,125,Oui,,11700,VARADERO 125,2690,1875503,2021-07-02 11:46:40.150687,motovente,motovente-1875503,http://motovente.com/moto-occasion/annonce-moto-honda-1875503.html,VARADERO 125,non,02-06-2003
Rouge,Routière,1995,Kawasaki,,500,,,51670,500 GPZ,1990,1875618,2021-07-02 11:46:40.260539,motovente,motovente-1875618,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875618.html,500 GPZ,non,03-04-1995
,Scooter,2020,Yamaha,,560,Oui,,14867,TMAX 560 TECH MAX KAMO,11900,1875567,2021-07-02 11:46:40.371624,motovente,motovente-1875567,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875567.html,TMAX 560 TECH MAX KAMO,non,26-02-2020
Argent,Scooter,2008,Suzuki,,650,,,26000,BURGMAN,3990,1875560,2021-07-02 11:46:40.489546,motovente,motovente-1875560,http://motovente.com/scooter-occasion/annonce-scooter-suzuki-1875560.html,BURGMAN 650,non,31-07-2008
Vert,Sportive,2020,Kawasaki,,636,Oui,,3050,ZX-6R 636,10990,1875580,2021-07-02 11:46:40.599716,motovente,motovente-1875580,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875580.html,ZX-6R 636,non,15-02-2020
Noir,Roadster,2016,Kawasaki,,800,,,13861,Z 800 E VERSION,6790,1875599,2021-07-02 11:46:41.822307,motovente,motovente-1875599,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875599.html,Z 800 E VERSION,non,13-10-2016
Vert,Roadster,2018,Kawasaki,,648,Oui,,905,Z 650,5890,1873810,2021-07-02 11:46:41.981377,motovente,motovente-1873810,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1873810.html,Z 650,non,12-06-2018
Noir,Scooter,2016,Yamaha,,530,,,32500,TMAX 530 IRON MAX,8490,1875586,2021-07-02 11:46:42.101228,motovente,motovente-1875586,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875586.html,TMAX 530 IRON MAX,non,17-05-2016
Noir,Routière,2019,Kawasaki,,900,Oui,,661,Z 900,8900,1875640,2021-07-02 11:46:42.246759,motovente,motovente-1875640,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875640.html,Z 900,non,14-01-2020
Noir,Routière,2008,Yamaha,,1300,,,61200,FJR,5500,1875645,2021-07-02 11:46:42.356668,motovente,motovente-1875645,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875645.html,FJR 1300 ABS,non,01-01-2008
Rouge,Roadster,2009,Ducati,,1100,,,28342,MONSTER,6990,1875633,2021-07-02 11:46:42.465809,motovente,motovente-1875633,http://motovente.com/moto-occasion/annonce-moto-ducati-1875633.html,MONSTER 1100,non,03-09-2009
Rouge,Routière,2002,Honda,,1300,,,119260,PAN EUROPEAN ABS 1300,4200,1875544,2021-07-02 11:46:42.605820,motovente,motovente-1875544,http://motovente.com/moto-occasion/annonce-moto-honda-1875544.html,PAN EUROPEAN ABS 1300,non,09-07-2002
Noir,Scooter,2012,Yamaha,,400,,,20036,MAJESTY 400,2890,1875570,2021-07-02 11:46:42.764467,motovente,motovente-1875570,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1875570.html,MAJESTY 400,non,25-10-2012
Bleu,Roadster,2018,Yamaha,,695,,,22587,MT-07 (47.5CV),6190,1875538,2021-07-02 11:46:43.431374,motovente,motovente-1875538,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875538.html,MT-07 (47.5CV),non,07-11-2018
Noir,Roadster,2006,Kawasaki,,1000,,,59500,Z1000,3600,1875562,2021-07-02 11:46:43.540126,motovente,motovente-1875562,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875562.html,Z 1000,non,29-12-2006
Rouge,Routière,2021,Yamaha,,900,Oui,,1221,TRACER 9,10990,1875502,2021-07-02 11:46:43.649038,motovente,motovente-1875502,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875502.html,TRACER 9,non,06-05-2021
Bleu,Routière,2020,Yamaha,,1300,Oui,,7000,FJR,16000,1875529,2021-07-02 11:46:43.756156,motovente,motovente-1875529,http://motovente.com/moto-occasion/annonce-moto-yamaha-1875529.html,FJR 1300 ABS,non,21-10-2020
Noir,Trail,2016,Honda,,1000,,,28750,AFRICA TWIN CRF1000L DCT,9900,1870233,2021-07-02 11:46:43.861911,motovente,motovente-1870233,http://motovente.com/moto-occasion/annonce-moto-honda-1870233.html,AFRICA TWIN CRF1000L DCT,non,11-05-2016
Vert,Trail,2020,Triumph,,900,Oui,,1523,STREET SCRAMBLER,14990,1875593,2021-07-02 11:46:43.983342,motovente,motovente-1875593,http://motovente.com/moto-occasion/annonce-moto-triumph-1875593.html,STREET SCRAMBLER,non,09-02-2021
Gris,Scooter,2018,Kymco,,50,,,4358,AGILITY 50 MMC,1490,1875601,2021-07-02 11:46:44.099777,motovente,motovente-1875601,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1875601.html,AGILITY 50 MMC,non,28-08-2018
Noir,Scooter,2020,Honda,,125,Oui,,15234,NSS FORZA  125AD,4290,1875591,2021-07-02 11:46:44.208527,motovente,motovente-1875591,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875591.html,NSS FORZA  125AD,non,09-01-2020
Gris,Scooter,2016,Piaggio,,50,,,23100,LIBERTY 50,1699,1875409,2021-07-02 11:46:44.319434,motovente,motovente-1875409,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1875409.html,LIBERTY 50,non,29-09-2016
Noir,Routière,2013,Honda,,1800,,,31300,GL1800B,13090,1875507,2021-07-02 11:46:44.427423,motovente,motovente-1875507,http://motovente.com/moto-occasion/annonce-moto-honda-1875507.html,GL1800B,non,30-05-2013
Noir,Scooter,2019,Honda,,750,,,11700,X-ADV 750,9990,1864410,2021-07-02 11:46:44.534210,motovente,motovente-1864410,http://motovente.com/scooter-occasion/annonce-scooter-honda-1864410.html,X-ADV 750,non,19-09-2019
Orange,Cross,2019,KTM,,250,,,72,SX-F,5700,1875581,2021-07-02 11:46:44.689919,motovente,motovente-1875581,http://motovente.com/moto-occasion/annonce-moto-ktm-1875581.html,SX-F,non,21-02-2019
Noir,Roadster,2009,Honda,,1300,,,71919,CB1300 S ABS,4990,1875621,2021-07-02 11:46:45.735870,motovente,motovente-1875621,http://motovente.com/moto-occasion/annonce-moto-honda-1875621.html,CB1300 S ABS,non,19-06-2009
Noir,Scooter,2019,Honda,,125,Oui,,7500,NSS FORZA 125,3900,1875495,2021-07-02 11:46:45.844353,motovente,motovente-1875495,http://motovente.com/scooter-occasion/annonce-scooter-honda-1875495.html,NSS FORZA 125,non,31-05-2019
Argent,Roadster,2007,Triumph,,900,,,20662,BONNEVILLE T100 900,6000,1875592,2021-07-02 11:46:45.977134,motovente,motovente-1875592,http://motovente.com/moto-occasion/annonce-moto-triumph-1875592.html,BONNEVILLE T100 900,non,12-11-2007
Argent,Quad Utilitaire,2014,TGB,,500,,,5321,BLADE 500 SL-F,4290,1875646,2021-07-02 11:46:46.092501,motovente,motovente-1875646,http://motovente.com/quad-occasion/annonce-quad-tgb-1875646.html,BLADE 500 SL-F,non,14-11-2014
Noir,Sportive,2017,Kawasaki,,1000,,,10150,NINJA ZX10RR,16690,1875469,2021-07-02 11:46:46.200534,motovente,motovente-1875469,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1875469.html,NINJA ZX10RR,non,28-03-2017
